song_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Giati - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.242,0.491,-9.007,0.0351,0.196,2.97e-06,0.555,0.284,132.115
Na Hatho Sta Vimata Sou - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.44,0.511,-10.811,0.034,0.0938,0.000302,0.462,0.619,113.735
Horis Dropi - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.457,0.632,-11.017,0.0309,0.157,0.00285,0.25,0.784,110.65
Sta Kaminia - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.415,0.445,-15.721,0.0779,0.859,1.87e-05,0.977,0.422,117.659
Poula Me - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.319,0.484,-11.171,0.0318,0.672,0.0,0.944,0.26,107.842
Mi Les Pote - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.436,0.406,-13.296,0.0326,0.764,0.035,0.846,0.557,113.845
Thelo Pelati - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.231,0.367,-11.056,0.0335,0.612,0.00244,0.0913,0.317,180.916
I Ikona Tou Himona - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.33,0.602,-10.582,0.0512,0.731,1.37e-05,0.973,0.363,122.926
Epapses Agapi Na Thimizis - Live,Pix Lax,Iparhoun Hrisopsara Edo?,0.198,0.921,-5.622,0.119,0.801,0.00146,0.88,0.442,135.755
Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.113,0.0989,-15.974,0.0422,0.919,0.971,0.114,0.0328,76.203
Ena Pedi Perpatai Me Ta Heria,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.554,0.561,-9.118,0.0321,0.302,0.00516,0.168,0.488,164.033
Pixida,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.214,0.482,-8.718,0.0287,0.0558,0.0315,0.106,0.217,95.978
Mono Gia Kini Mi Mou Les,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.483,0.632,-8.686,0.0298,0.00279,0.256,0.193,0.474,172.502
Varies Kourtines,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.488,0.748,-7.945,0.0302,0.0896,0.404,0.608,0.638,144.998
Tis Allis Meras To Proi,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.57,0.483,-8.594,0.0252,0.452,0.00135,0.125,0.381,140.106
I Diakopes Tou Karharia,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.691,0.787,-6.992,0.0464,0.00549,0.573,0.141,0.826,104.898
O Palios Skaraveos,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.56,0.375,-9.137,0.0286,0.0071,0.0652,0.249,0.17,114.087
Tis Gorgonas I Kaimi,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.654,0.656,-7.952,0.0279,0.0402,0.00277,0.0681,0.604,99.005
To Tragoudi Tis Kirkis,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.512,0.301,-11.513,0.0287,0.606,0.025,0.102,0.0872,107.838
Miss Second-Hand,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.635,0.952,-6.8,0.0501,0.164,0.145,0.362,0.866,111.326
Ta Dokaria Sto Grasidi Perimenoun Ta Pedia II,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.68,0.807,-6.007,0.0306,0.436,0.00238,0.15,0.559,105.332
Sto Ema Mou Allazi O Keros (Interlude),Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.225,0.314,-11.802,0.0344,0.728,0.0199,0.262,0.0975,125.448
I Gi Tis Anthismenis Lemonias,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.234,0.0371,-26.0,0.0381,0.969,0.943,0.165,0.222,72.361
Hamenos Keros,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.485,0.732,-8.713,0.0589,0.447,0.788,0.446,0.213,99.994
Deep Blue Hurting Sky (Innocence Dance),Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.795,0.672,-9.453,0.055,0.261,0.0279,0.0479,0.859,98.016
Ta Dakria Tis Liakadas (Pnigmeni Aggeli),Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.585,0.427,-11.647,0.0287,0.516,0.000192,0.111,0.537,125.516
Spasmenes Veres,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.592,0.522,-12.325,0.0353,0.711,0.000211,0.198,0.653,89.992
To Saxofono Vithistike Ston Ipno Ke Stamatise,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.393,0.272,-10.637,0.0688,0.882,0.0,0.117,0.29,179.461
Enas Anthropos Pou Egine Nisi,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.554,0.316,-16.501,0.0604,0.826,0.023,0.109,0.138,160.08
I Neraida Tou Tihou,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.574,0.322,-12.252,0.0284,0.647,0.0112,0.117,0.25,82.52
Tsarleston,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.696,0.663,-7.665,0.0376,0.123,0.00142,0.0531,0.71,147.143
Matzato,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.571,0.426,-10.082,0.0299,0.862,0.00499,0.088,0.265,124.119
I Balada Tis Filakis Tou Reding (The Ballad Of Reading Goal),Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.62,0.276,-11.794,0.0372,0.821,0.209,0.111,0.294,120.975
Tou Marti I Himones,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.383,0.248,-14.969,0.0348,0.693,0.00216,0.0932,0.187,121.018
Ladybird,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.43,0.408,-8.821,0.0299,0.554,2.8e-05,0.21,0.176,132.061
Trans Atlantico,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.143,0.271,-12.484,0.0352,0.736,0.961,0.259,0.153,140.86
Ta Dokaria Sto Grasidi Perimenoun Ta Pedia III,Pix Lax,Ta Dokaria Sto Grasidi Perimenoun Ta Pedia,0.16,0.0748,-19.036,0.0448,0.908,0.942,0.108,0.0329,131.968
Piso Mi M' Afineis,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.425,0.484,-7.044,0.0256,0.527,0.0,0.104,0.159,83.915
Pame Xana Ap' Tin Archi,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.692,0.39,-7.095,0.0264,0.569,0.0,0.0877,0.503,104.977
Panta Tha Klais Tis Kyriakes,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.52,0.181,-11.496,0.0284,0.947,2.36e-05,0.117,0.164,78.155
Den Einai I Siopi Foni,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.684,0.662,-6.144,0.042,0.272,0.0,0.0419,0.93,137.958
Kai Ti M' Afto,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.498,0.565,-6.952,0.0331,0.327,0.0,0.0852,0.354,127.954
Pare Ti Zoi Mou Mia Ki Exo,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.694,0.418,-9.124,0.0269,0.667,0.0,0.0905,0.232,118.023
Tha 'Rthoun Meres,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.547,0.617,-6.262,0.0318,0.343,0.0,0.0688,0.175,103.97
Krata Anoichti Tin Agkalia,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.723,0.406,-8.16,0.0256,0.639,0.0,0.104,0.282,109.116
Me Mia Niki Me Mia Itta,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.598,0.754,-6.898,0.0472,0.0736,4.93e-05,0.0639,0.721,161.991
Kane Me Pali Na Mporo,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.499,0.449,-7.164,0.0272,0.614,0.0,0.101,0.188,113.892
Ola Tha Ginoun,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.707,0.613,-6.329,0.0401,0.25,0.0,0.0733,0.384,115.93
O Pitsirikas,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.663,0.683,-6.102,0.0529,0.462,0.0,0.0936,0.346,136.191
Oi Hartografoi,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.683,0.482,-5.851,0.0286,0.6,0.0,0.252,0.342,109.951
Esoterikoi Metanastes,Thanos Mikroutsikos,Pame Xana Ap' Tin Arhi,0.458,0.557,-6.156,0.038,0.749,0.0,0.0925,0.408,112.064
Lavyrinthos,Sokratis Malamas,Sokratis Malamas,0.66,0.272,-12.23,0.0269,0.812,3.6e-05,0.104,0.319,94.572
Ta Paidia Mes Stin Plateia,Sokratis Malamas,Sokratis Malamas,0.68,0.489,-7.802,0.0273,0.746,0.0166,0.129,0.636,92.518
O Kipos,Sokratis Malamas,Sokratis Malamas,0.633,0.214,-13.671,0.0397,0.933,0.111,0.0794,0.191,127.385
To Gramma,Sokratis Malamas,Sokratis Malamas,0.625,0.346,-9.327,0.027,0.559,0.0,0.0863,0.353,127.966
Tou Asotou,Sokratis Malamas,Sokratis Malamas,0.691,0.305,-12.998,0.0394,0.836,0.00308,0.086,0.375,132.068
Ase Ta Psemata,Sokratis Malamas,Sokratis Malamas,0.665,0.572,-7.08,0.0311,0.634,0.0162,0.239,0.819,118.691
Kalimera,Sokratis Malamas,Sokratis Malamas,0.514,0.509,-10.338,0.0385,0.714,0.00241,0.115,0.595,171.317
Taxidi,Sokratis Malamas,Sokratis Malamas,0.736,0.47,-9.625,0.0273,0.795,0.000117,0.102,0.679,128.675
Anavo Mia Fotia,Sokratis Malamas,Sokratis Malamas,0.686,0.411,-8.016,0.0305,0.74,0.000216,0.114,0.362,122.365
Einai Skotadi,Sokratis Malamas,Sokratis Malamas,0.62,0.533,-8.582,0.026,0.78,0.000528,0.108,0.699,92.87
Misi Pisti,Sokratis Malamas,Sokratis Malamas,0.419,0.307,-10.616,0.0462,0.821,0.000181,0.0841,0.313,181.672
"Eftyhies, Lypimenoi Kai Potes",Sokratis Malamas,Sokratis Malamas,0.576,0.369,-10.416,0.0301,0.821,3.31e-05,0.174,0.446,115.4
O Fylakas Ki O Vasilias,Sokratis Malamas,O Fylakas Kai O Vasilias,0.695,0.439,-8.249,0.0282,0.839,0.0211,0.098,0.197,127.91
Tipota De Hathike,Sokratis Malamas,O Fylakas Kai O Vasilias,0.663,0.647,-9.558,0.0263,0.518,0.171,0.121,0.565,102.069
Fylla Alkalika,Sokratis Malamas,O Fylakas Kai O Vasilias,0.629,0.401,-10.545,0.0311,0.657,0.000736,0.124,0.309,121.896
To Metaxi,Sokratis Malamas,O Fylakas Kai O Vasilias,0.496,0.622,-6.769,0.04,0.716,9.76e-06,0.109,0.212,122.186
Ola Zoun An Ta Thymasai,Sokratis Malamas,O Fylakas Kai O Vasilias,0.748,0.499,-6.849,0.0288,0.671,4.79e-05,0.168,0.465,113.926
Anisyhes Meres,Sokratis Malamas,O Fylakas Kai O Vasilias,0.456,0.239,-12.506,0.0354,0.849,0.00176,0.125,0.0713,126.051
Tou Chronou Ta Skylia,Sokratis Malamas,O Fylakas Kai O Vasilias,0.691,0.506,-7.087,0.0267,0.672,0.00203,0.163,0.412,133.98
Pouli Se Dentro Arhontiko,Sokratis Malamas,O Fylakas Kai O Vasilias,0.782,0.658,-6.398,0.0297,0.515,2.14e-05,0.0801,0.833,121.865
Anoigma Sta Perata,Sokratis Malamas,O Fylakas Kai O Vasilias,0.515,0.438,-8.446,0.0299,0.639,0.00871,0.121,0.391,149.95
To Limani,Sokratis Malamas,O Fylakas Kai O Vasilias,0.461,0.395,-8.67,0.0369,0.772,0.0,0.113,0.128,169.621
Epiase Vrohi,Sokratis Malamas,O Fylakas Kai O Vasilias,0.686,0.542,-6.977,0.0237,0.213,5.26e-05,0.287,0.422,92.001
Prigkipesa,Sokratis Malamas,O Fylakas Kai O Vasilias,0.771,0.488,-7.534,0.0345,0.507,0.0024,0.112,0.585,75.012
Hameno Rouho,Sokratis Malamas,O Fylakas Kai O Vasilias,0.58,0.486,-8.264,0.0515,0.542,8.66e-06,0.16,0.549,121.916
Lene,Melina Kana,Tis Meras Kai Tis Nychtas,0.742,0.558,-5.821,0.0331,0.0861,0.00129,0.109,0.397,98.089
Mavro Fos,Melina Kana,Tis Meras Kai Tis Nychtas,0.718,0.512,-6.385,0.0312,0.363,0.000144,0.128,0.653,100.084
Oi Astynomoi,Melina Kana,Tis Meras Kai Tis Nychtas,0.634,0.377,-6.973,0.0416,0.449,0.0,0.0818,0.44,128.776
Hilia Prosopa,Melina Kana,Tis Meras Kai Tis Nychtas,0.578,0.577,-5.716,0.0505,0.183,1.56e-05,0.32,0.483,173.86
M' Ena Giati,Melina Kana,Tis Meras Kai Tis Nychtas,0.701,0.383,-10.19,0.0329,0.648,0.000156,0.0909,0.535,120.515
Moiraia,Melina Kana,Tis Meras Kai Tis Nychtas,0.754,0.515,-5.431,0.0365,0.463,0.0,0.0679,0.633,116.848
Ki Esy Xechnas,Melina Kana,Tis Meras Kai Tis Nychtas,0.655,0.55,-5.311,0.0301,0.367,4.85e-05,0.113,0.554,136.603
Oi Dyo,Melina Kana,Tis Meras Kai Tis Nychtas,0.754,0.344,-5.63,0.0426,0.635,0.0,0.111,0.716,123.938
Alkoolika Stihakia,Melina Kana,Tis Meras Kai Tis Nychtas,0.788,0.537,-6.328,0.0298,0.47,3.88e-05,0.0941,0.565,97.02
Na Valo Ta Metaxota,Melina Kana,Tis Meras Kai Tis Nychtas,0.588,0.334,-7.134,0.0354,0.578,0.0,0.0975,0.139,127.676
Pies,Melina Kana,Tis Meras Kai Tis Nychtas,0.396,0.374,-9.528,0.0313,0.182,0.0401,0.519,0.274,126.71
Karavi Ston Toiho,Melina Kana,Perasma,0.626,0.426,-7.215,0.0255,0.73,0.00254,0.123,0.384,91.386
Vradynes Peripolies,Melina Kana,Perasma,0.499,0.425,-7.713,0.0257,0.862,7.66e-06,0.112,0.311,79.586
Defteroprima,Melina Kana,Perasma,0.56,0.39,-7.29,0.0303,0.832,2.76e-05,0.169,0.5,128.325
Oi Mystes Tis Erimou,Melina Kana,Perasma,0.728,0.382,-10.186,0.0353,0.937,0.0147,0.109,0.491,117.98
To Potami,Melina Kana,Perasma,0.527,0.465,-6.879,0.0291,0.869,0.000131,0.111,0.392,116.971
To Pithari Kai To Lyhnari,Melina Kana,Perasma,0.558,0.415,-9.059,0.0259,0.789,0.000624,0.111,0.272,98.215
Monopolio,Melina Kana,Perasma,0.597,0.507,-6.696,0.0347,0.676,6.11e-05,0.0849,0.643,141.617
Ta Frygana,Melina Kana,Perasma,0.429,0.541,-5.431,0.0262,0.77,3.35e-05,0.214,0.403,98.252
Akrovatis,Melina Kana,Perasma,0.492,0.284,-12.881,0.0307,0.858,0.0976,0.13,0.125,94.56
Iliggos,Melina Kana,Perasma,0.694,0.515,-7.124,0.0305,0.876,0.142,0.0987,0.472,129.104
Kolla Lefki,Melina Kana,Perasma,0.609,0.423,-7.086,0.0306,0.739,1.15e-06,0.122,0.655,134.252
To Thavma,Melina Kana,Perasma,0.588,0.435,-8.669,0.03,0.852,0.00101,0.101,0.138,111.0
Resta,Melina Kana,Perasma,0.451,0.506,-6.334,0.0282,0.666,0.00308,0.112,0.445,94.876
"To Potami, Pt. 2",Melina Kana,Perasma,0.374,0.317,-11.597,0.0404,0.881,0.0136,0.366,0.417,166.847
Karfi - San Kati Na Se Kaiei,Sokratis Malamas,Aspromavres Istories,0.863,0.519,-10.606,0.0424,0.753,0.313,0.139,0.826,120.117
Ola T' Arniemai,Sokratis Malamas,Aspromavres Istories,0.639,0.231,-15.123,0.0402,0.941,0.741,0.0955,0.441,128.501
Pairno Tous Dromous,Sokratis Malamas,Aspromavres Istories,0.446,0.156,-16.408,0.0321,0.954,0.161,0.111,0.272,99.554
Pino - Plirono Gia To Chthes,Sokratis Malamas,Aspromavres Istories,0.562,0.341,-13.957,0.0307,0.913,0.681,0.113,0.629,99.265
Laspes,Sokratis Malamas,Aspromavres Istories,0.594,0.873,-8.216,0.0764,0.601,0.000413,0.0621,0.706,135.511
Anases Viastikes,Sokratis Malamas,Aspromavres Istories,0.421,0.17,-16.324,0.0361,0.96,0.0749,0.107,0.144,185.885
Stella,Sokratis Malamas,Aspromavres Istories,0.661,0.76,-9.357,0.132,0.462,0.42,0.326,0.521,92.688
Panta Mystika,Sokratis Malamas,Aspromavres Istories,0.583,0.2,-12.779,0.0387,0.823,0.0128,0.13,0.277,124.797
Diekdiko Sklira,Sokratis Malamas,Aspromavres Istories,0.845,0.414,-10.247,0.0455,0.842,0.000145,0.113,0.509,132.12
Eho 40 Pyreto,Sokratis Malamas,Aspromavres Istories,0.533,0.211,-14.046,0.0402,0.901,0.799,0.119,0.193,94.389
Kalinychta,Sokratis Malamas,Aspromavres Istories,0.759,0.345,-12.968,0.0457,0.888,0.00733,0.131,0.688,116.107
Dyo Kai Alla Dyo Vimata,Sokratis Malamas,Aspromavres Istories,0.563,0.901,-6.673,0.234,0.291,0.000591,0.119,0.539,131.058
Min Polemas,Sokratis Malamas,Dromoi,0.688,0.575,-6.783,0.0255,0.579,0.0,0.109,0.702,99.975
Nyhterino,Sokratis Malamas,Dromoi,0.578,0.201,-13.235,0.0322,0.931,0.000269,0.113,0.146,139.175
Ta Xotika,Sokratis Malamas,Dromoi,0.659,0.631,-7.323,0.0254,0.797,0.0285,0.0746,0.738,90.038
I Alitheia Tou Kathena,Sokratis Malamas,Dromoi,0.299,0.234,-8.939,0.0311,0.855,0.000272,0.0894,0.217,89.522
Ta Tsimenta,Sokratis Malamas,Dromoi,0.769,0.529,-6.023,0.0331,0.789,0.000476,0.0867,0.576,135.817
Vgaino Nychta,Sokratis Malamas,Dromoi,0.597,0.705,-8.368,0.0268,0.814,0.0917,0.124,0.545,117.958
Souma,Sokratis Malamas,Dromoi,0.506,0.632,-7.042,0.0309,0.643,0.00038,0.146,0.59,180.227
Parastratimata,Sokratis Malamas,Dromoi,0.738,0.762,-7.992,0.0271,0.575,0.00202,0.351,0.879,133.275
Fleva,Sokratis Malamas,Dromoi,0.581,0.204,-11.26,0.0365,0.902,0.000212,0.103,0.394,123.972
Ta Daneia,Sokratis Malamas,Dromoi,0.696,0.623,-7.21,0.0275,0.724,2.38e-05,0.129,0.905,91.679
Prospatheis,Sokratis Malamas,Dromoi,0.72,0.502,-5.633,0.0336,0.637,0.0,0.127,0.667,131.748
Vasilissa Kardia,Sokratis Malamas,Dromoi,0.659,0.798,-5.317,0.0293,0.39,4.71e-06,0.333,0.961,94.223
To Paragogi,Sokratis Malamas,Dromoi,0.761,0.342,-10.014,0.0377,0.866,0.000431,0.0834,0.388,125.195
I Maska,Sokratis Malamas,Dromoi,0.715,0.516,-5.923,0.0297,0.596,1.36e-06,0.0819,0.698,143.901
Ta Spitia,Sokratis Malamas,Dromoi,0.703,0.46,-8.836,0.032,0.693,0.000722,0.158,0.471,117.524
Tis Nychtas Ta Parapona,Sokratis Malamas,13.000 Meres,0.566,0.435,-8.834,0.0325,0.48,0.000219,0.189,0.485,115.438
Petao petres,Sokratis Malamas,13.000 Meres,0.578,0.494,-8.972,0.0573,0.124,0.000585,0.238,0.641,136.341
Contrapunto,Sokratis Malamas,13.000 Meres,0.507,0.439,-10.125,0.0464,0.457,0.00013,0.117,0.321,153.91
Erotes,Sokratis Malamas,13.000 Meres,0.582,0.413,-11.197,0.0354,0.619,0.0171,0.0906,0.285,132.54
Skalopatia,Sokratis Malamas,13.000 Meres,0.701,0.51,-7.641,0.0308,0.631,0.0048,0.089,0.766,130.363
Tis Agkalias I Xenitia,Sokratis Malamas,13.000 Meres,0.428,0.33,-11.458,0.0338,0.657,0.00135,0.109,0.342,137.268
Dromo Allaxe O Aeras,Sokratis Malamas,13.000 Meres,0.701,0.51,-9.307,0.0358,0.464,0.000235,0.0765,0.753,85.996
To Nisi Ton Peiraton,Sokratis Malamas,13.000 Meres,0.68,0.328,-10.744,0.044,0.624,0.000193,0.115,0.2,137.944
13.000 Meres,Sokratis Malamas,13.000 Meres,0.48,0.366,-14.381,0.0328,0.532,0.349,0.101,0.269,117.887
Synitheia Dihty,Sokratis Malamas,13.000 Meres,0.526,0.336,-9.821,0.0334,0.665,8.42e-06,0.16,0.355,117.195
I Xehasmeni Mou Zoi,Sokratis Malamas,13.000 Meres,0.603,0.513,-7.455,0.0358,0.447,0.000178,0.253,0.537,161.868
Dekemvris 1903,Sokratis Malamas,13.000 Meres,0.504,0.291,-13.017,0.0367,0.481,0.26,0.235,0.177,140.872
Mantis,Sokratis Malamas,To Adeio Domatio,0.714,0.495,-12.453,0.0306,0.71,0.102,0.105,0.208,135.31
To Oneiro,Sokratis Malamas,To Adeio Domatio,0.475,0.539,-13.286,0.0357,0.681,0.708,0.107,0.553,103.957
Prosopa,Sokratis Malamas,To Adeio Domatio,0.514,0.272,-17.538,0.0432,0.793,0.278,0.0781,0.14,129.701
Paihnidi Me Ta Mavra,Sokratis Malamas,To Adeio Domatio,0.578,0.67,-8.91,0.0265,0.134,0.0157,0.111,0.793,106.833
Zografos,Sokratis Malamas,To Adeio Domatio,0.462,0.595,-10.217,0.0551,0.0776,0.0062,0.147,0.474,73.285
Adeio Domatio,Sokratis Malamas,To Adeio Domatio,0.34,0.422,-10.563,0.0361,0.528,0.165,0.0989,0.409,64.178
Gynaika,Sokratis Malamas,To Adeio Domatio,0.595,0.44,-14.551,0.0372,0.697,0.00464,0.0922,0.441,83.15
O Magos,Sokratis Malamas,To Adeio Domatio,0.696,0.565,-12.415,0.044,0.406,0.0171,0.0912,0.421,130.68
Arrito,Sokratis Malamas,To Adeio Domatio,0.564,0.179,-15.874,0.0354,0.798,1.46e-05,0.0906,0.151,127.97
Spilia Tou Drakou,Sokratis Malamas,To Adeio Domatio,0.757,0.376,-10.491,0.0277,0.131,0.526,0.145,0.841,102.94
Stachti,Sokratis Malamas,To Adeio Domatio,0.376,0.384,-14.873,0.038,0.882,0.302,0.151,0.519,98.893
Thiasos,Sokratis Malamas,To Adeio Domatio,0.526,0.784,-7.056,0.0327,0.0148,0.68,0.0964,0.44,102.959
Mia Volta Sta Vathia,Sokratis Malamas,Paramythia,0.527,0.414,-9.634,0.0302,0.606,0.00151,0.143,0.37,173.469
Pame Na Fygoume,Sokratis Malamas,Paramythia,0.551,0.235,-10.91,0.0283,0.749,0.000106,0.156,0.239,91.956
Kynigao Ti Skia Mou,Sokratis Malamas,Paramythia,0.64,0.32,-10.279,0.0391,0.739,1.43e-05,0.115,0.502,152.422
Zitianos Para,Sokratis Malamas,Paramythia,0.643,0.347,-11.44,0.0382,0.697,0.000223,0.108,0.219,97.377
Arahni,Sokratis Malamas,Paramythia,0.747,0.229,-14.396,0.0361,0.756,8.34e-06,0.0959,0.296,128.216
Monologos Trelou,Sokratis Malamas,Paramythia,0.603,0.433,-10.621,0.0345,0.77,0.00752,0.0964,0.436,183.057
Kirki,Sokratis Malamas,Paramythia,0.692,0.395,-9.991,0.0289,0.481,0.0108,0.132,0.486,95.601
O Kairos,Sokratis Malamas,Paramythia,0.604,0.247,-13.284,0.0424,0.773,0.00209,0.115,0.286,121.506
Kanenas Den Xerei,Sokratis Malamas,Paramythia,0.576,0.334,-12.041,0.0278,0.703,0.0108,0.111,0.372,86.422
Me Pnigeis,Sokratis Malamas,Paramythia,0.675,0.177,-13.669,0.0333,0.892,0.0149,0.103,0.199,77.812
Pontikia Stin Agora,Sokratis Malamas,Paramythia,0.606,0.32,-14.317,0.035,0.721,0.00692,0.104,0.379,88.464
Gia Tin Ellada,Sokratis Malamas,Kyklos,0.392,0.372,-12.67,0.0278,0.789,0.57,0.117,0.307,84.498
Ta Pagia,Sokratis Malamas,Kyklos,0.696,0.518,-8.692,0.0273,0.276,0.129,0.126,0.705,124.868
Rififi,Sokratis Malamas,Kyklos,0.734,0.504,-10.118,0.0295,0.93,0.02,0.201,0.873,138.329
S' Agapo,Sokratis Malamas,Kyklos,0.393,0.498,-10.389,0.0413,0.695,0.209,0.125,0.606,165.612
O Theos,Sokratis Malamas,Kyklos,0.69,0.559,-8.493,0.0276,0.516,0.671,0.135,0.551,105.429
Dyo - Treis Kouventes,Sokratis Malamas,Kyklos,0.646,0.498,-10.211,0.0328,0.826,0.622,0.0932,0.62,94.604
Tis Artas To Gefyri,Sokratis Malamas,Kyklos,0.771,0.384,-9.135,0.0336,0.592,0.0157,0.111,0.588,132.578
To Tragoudi Tou Methysmenou,Sokratis Malamas,Kyklos,0.685,0.539,-9.654,0.0338,0.699,0.63,0.104,0.666,86.434
Doro Tou Kosmou,Sokratis Malamas,Kyklos,0.508,0.441,-10.025,0.0282,0.431,0.819,0.227,0.317,126.487
Tsigaro Ateleioto,Sokratis Malamas,Kyklos,0.593,0.541,-9.759,0.0305,0.201,0.134,0.114,0.583,91.746
Faltsos Chrismos,Sokratis Malamas,Kyklos,0.754,0.644,-8.197,0.0339,0.378,0.0,0.174,0.858,132.422
Na Rotas,Sokratis Malamas,Kyklos,0.574,0.182,-13.377,0.033,0.945,0.602,0.15,0.101,122.158
Se Votsalo,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.515,0.166,-17.511,0.0334,0.972,0.0454,0.19,0.23,112.617
Tis Nychtas Ta Makria Mallia,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.353,0.402,-10.37,0.0322,0.799,0.198,0.0969,0.373,145.927
Outi Gia To Chrono,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.537,0.251,-17.202,0.0579,0.894,0.794,0.0807,0.182,134.407
Tou Chronou,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.415,0.192,-14.482,0.0366,0.963,0.000601,0.113,0.25,119.546
Hilies Kardies,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.414,0.423,-11.907,0.0358,0.928,0.114,0.0909,0.66,141.496
Pethymia,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.374,0.156,-15.809,0.0408,0.698,0.00232,0.176,0.0787,121.843
Taximi Gia To Vlemma Sou,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.402,0.655,-14.096,0.0432,0.622,0.875,0.374,0.493,151.938
To Vlemma Sou To Erotiko,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.627,0.309,-13.154,0.0451,0.538,0.000869,0.152,0.295,96.403
Tou Ponou,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.456,0.36,-11.542,0.0339,0.767,0.282,0.0749,0.245,120.116
To Gefyris Tis Dramas,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.4,0.193,-12.917,0.0413,0.915,1.64e-05,0.0992,0.185,180.349
Kokkino Piperi,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.552,0.0604,-22.201,0.0426,0.983,0.0365,0.137,0.145,112.947
Taxidi Kai Epistrofi,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.418,0.212,-17.969,0.0378,0.985,0.863,0.1,0.234,119.956
Kleino Ta Matia,Maria Thoidou,Tis Nychtas Ta Makria Mallia,0.249,0.11,-15.023,0.0363,0.985,0.0762,0.148,0.0914,79.523
